title,genres,year
Raymond Did It,Horror,2011
Her Cry: La Llorona Investigation,Horror,2013
Clerks,Comedy,1994
Manito,Drama,2002
Slacker,Comedy,1990
Stories of Our Lives,Drama,2014
Clean,Drama,2004
Tin Can Man,Horror,2007
On The Downlow,Drama,2004
Bang,Drama,1995
My Date with Drew,Documentary,2005
Avatar,"Action,Adventure,Fantasy,Science Fiction",2009
Pirates of the Caribbean: At World's End,"Adventure,Fantasy,Action",2007
Spectre,"Action,Adventure,Crime",2015
The Dark Knight Rises,"Action,Crime,Drama,Thriller",2012
John Carter,"Action,Adventure,Science Fiction",2012
Spider-Man 3,"Fantasy,Action,Adventure",2007
Tangled,"Animation,Family",2010
Avengers: Age of Ultron,"Action,Adventure,Science Fiction",2015
Harry Potter and the Half-Blood Prince,"Adventure,Fantasy,Family",2009
Batman v Superman: Dawn of Justice,"Action,Adventure,Fantasy",2016
Superman Returns,"Adventure,Fantasy,Action,Science Fiction",2006
Quantum of Solace,"Adventure,Action,Thriller,Crime",2008
Pirates of the Caribbean: Dead Man's Chest,"Adventure,Fantasy,Action",2006
The Lone Ranger,"Action,Adventure,Western",2013
Man of Steel,"Action,Adventure,Fantasy,Science Fiction",2013
The Chronicles of Narnia: Prince Caspian,"Adventure,Family,Fantasy",2008
The Avengers,"Science Fiction,Action,Adventure",2012
Pirates of the Caribbean: On Stranger Tides,"Adventure,Action,Fantasy",2011
Men in Black 3,"Action,Comedy,Science Fiction",2012
The Hobbit: The Battle of the Five Armies,"Action,Adventure,Fantasy",2014
The Amazing Spider-Man,"Action,Adventure,Fantasy",2012
Robin Hood,"Action,Adventure",2010
The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",2013
The Golden Compass,"Adventure,Fantasy",2007
King Kong,"Adventure,Drama,Action",2005
Titanic,"Drama,Romance,Thriller",1997
Captain America: Civil War,"Adventure,Action,Science Fiction",2016
Battleship,"Thriller,Action,Adventure,Science Fiction",2012
Jurassic World,"Action,Adventure,Science Fiction,Thriller",2015
Skyfall,"Action,Adventure,Thriller",2012
Spider-Man 2,"Action,Adventure,Fantasy",2004
Iron Man 3,"Action,Adventure,Science Fiction",2013
Alice in Wonderland,"Family,Fantasy,Adventure",2010
X-Men: The Last Stand,"Adventure,Action,Science Fiction,Thriller",2006
Monsters University,"Animation,Family",2013
Transformers: Revenge of the Fallen,"Science Fiction,Action,Adventure",2009
Transformers: Age of Extinction,"Science Fiction,Action,Adventure",2014
Oz: The Great and Powerful,"Fantasy,Adventure,Family",2013
The Amazing Spider-Man 2,"Action,Adventure,Fantasy",2014
TRON: Legacy,"Adventure,Action,Science Fiction",2010
Cars 2,"Animation,Family,Adventure,Comedy",2011
Green Lantern,"Adventure,Action,Thriller,Science Fiction",2011
Toy Story 3,"Animation,Family,Comedy",2010
Terminator Salvation,"Action,Science Fiction,Thriller",2009
World War Z,"Action,Drama,Horror,Science Fiction,Thriller",2013
X-Men: Days of Future Past,"Action,Adventure,Fantasy,Science Fiction",2014
Star Trek Into Darkness,"Action,Adventure,Science Fiction",2013
Jack the Giant Slayer,"Action,Family,Fantasy",2013
The Great Gatsby,"Drama,Romance",2013
Prince of Persia: The Sands of Time,"Adventure,Fantasy,Action,Romance",2010
Pacific Rim,"Action,Science Fiction,Adventure",2013
Transformers: Dark of the Moon,"Action,Science Fiction,Adventure",2011
Indiana Jones and the Kingdom of the Crystal Skull,"Adventure,Action",2008
The Good Dinosaur,"Adventure,Animation,Family",2015
Brave,"Animation,Adventure,Comedy,Family,Action,Fantasy",2012
Star Trek Beyond,"Action,Adventure,Science Fiction",2016
WALL·E,"Animation,Family",2008
Rush Hour 3,"Action,Comedy,Crime,Thriller",2007
2012,"Action,Adventure,Science Fiction",2009
A Christmas Carol,"Animation,Drama",2009
Jupiter Ascending,"Science Fiction,Fantasy,Action,Adventure",2015
The Legend of Tarzan,"Action,Adventure",2016
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",2005
The Dark Knight,"Drama,Action,Crime,Thriller",2008
Up,"Animation,Comedy,Family,Adventure",2009
Monsters vs Aliens,"Animation,Family,Adventure,Science Fiction",2009
Iron Man,"Action,Science Fiction,Adventure",2008
Hugo,"Adventure,Drama,Family",2011
Wild Wild West,"Action,Adventure,Comedy,Science Fiction,Western",1999
The Mummy: Tomb of the Dragon Emperor,"Adventure,Action,Fantasy",2008
Suicide Squad,"Action,Adventure,Crime,Fantasy,Science Fiction",2016
Evan Almighty,"Fantasy,Comedy,Family",2007
Edge of Tomorrow,"Action,Science Fiction",2014
Waterworld,"Adventure,Action",1995
G.I. Joe: The Rise of Cobra,"Adventure,Action,Thriller,Science Fiction",2009
Inside Out,"Drama,Comedy,Animation,Family",2015
The Jungle Book,"Family,Adventure,Drama,Fantasy",2016
Iron Man 2,"Adventure,Action,Science Fiction",2010
Snow White and the Huntsman,"Adventure,Fantasy,Drama",2012
Maleficent,"Fantasy,Adventure,Action,Family,Romance",2014
Dawn of the Planet of the Apes,"Science Fiction,Action,Drama,Thriller",2014
The Lovers,"Action,Adventure,Science Fiction,Romance",2015
47 Ronin,"Drama,Action,Adventure,Fantasy",2013
Captain America: The Winter Soldier,"Action,Adventure,Science Fiction",2014
Shrek Forever After,"Comedy,Adventure,Fantasy,Animation,Family",2010
Tomorrowland,"Adventure,Family,Mystery,Science Fiction",2015
Big Hero 6,"Adventure,Family,Animation,Action,Comedy",2014
Wreck-It Ralph,"Family,Animation,Comedy,Adventure",2012
The Polar Express,"Adventure,Animation,Family,Fantasy",2004
Independence Day: Resurgence,"Action,Adventure,Science Fiction",2016
How to Train Your Dragon,"Fantasy,Adventure,Animation,Family",2010
Terminator 3: Rise of the Machines,"Action,Thriller,Science Fiction",2003
Guardians of the Galaxy,"Action,Science Fiction,Adventure",2014
Interstellar,"Adventure,Drama,Science Fiction",2014
Inception,"Action,Thriller,Science Fiction,Mystery,Adventure",2010
Shin Godzilla,"Action,Adventure,Drama,Horror,Science Fiction",2016
The Hobbit: An Unexpected Journey,"Adventure,Fantasy,Action",2012
The Fast and the Furious,"Action,Crime,Thriller",2001
The Curious Case of Benjamin Button,"Fantasy,Drama,Thriller,Mystery,Romance",2008
X-Men: First Class,"Action,Science Fiction,Adventure",2011
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Science Fiction",2015
The Sorcerer's Apprentice,"Fantasy,Adventure,Action,Comedy,Drama",2010
Poseidon,"Adventure,Action,Drama,Thriller",2006
Shrek the Third,"Fantasy,Adventure,Animation,Comedy,Family",2007
Warcraft,"Action,Adventure,Fantasy",2016
Terminator Genisys,"Science Fiction,Action,Thriller,Adventure",2015
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure,Family,Fantasy",2010
Pearl Harbor,"History,Romance,War",2001
Transformers,"Adventure,Science Fiction,Action",2007
Alexander,"War,History,Action,Adventure,Drama,Romance",2004
Harry Potter and the Order of the Phoenix,"Adventure,Fantasy,Family,Mystery",2007
Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",2005
Hancock,"Fantasy,Action",2008
I Am Legend,"Drama,Horror,Action,Thriller,Science Fiction",2007
Charlie and the Chocolate Factory,"Adventure,Comedy,Family,Fantasy",2005
Ratatouille,"Animation,Comedy,Family,Fantasy",2007
Batman Begins,"Action,Crime,Drama",2005
Madagascar: Escape 2 Africa,"Family,Animation",2008
Night at the Museum: Battle of the Smithsonian,"Adventure,Fantasy,Action,Comedy,Family",2009
X-Men Origins: Wolverine,"Adventure,Action,Thriller,Science Fiction",2009
The Matrix Revolutions,"Adventure,Action,Thriller,Science Fiction",2003
Frozen,"Animation,Adventure,Family",2013
The Matrix Reloaded,"Adventure,Action,Thriller,Science Fiction",2003
Thor: The Dark World,"Action,Adventure,Fantasy",2013
Mad Max: Fury Road,"Action,Adventure,Science Fiction,Thriller",2015
Angels & Demons,"Thriller,Mystery",2009
Thor,"Adventure,Fantasy,Action",2011
Bolt,"Animation,Family,Adventure,Comedy",2008
G-Force,"Fantasy,Action,Adventure,Family,Comedy",2009
Dark Shadows,"Comedy,Fantasy",2012
Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",2015
The Wolfman,"Drama,Horror,Thriller",2010
Bee Movie,"Family,Animation,Adventure,Comedy",2007
Kung Fu Panda 2,"Animation,Family",2011
The Last Airbender,"Action,Adventure,Family,Fantasy",2010
Mission: Impossible III,"Adventure,Action,Thriller",2006
White House Down,"Action,Drama,Thriller",2013
Mars Needs Moms,"Adventure,Animation,Family",2011
Flushed Away,"Adventure,Animation,Comedy,Family",2006
Pan,"Adventure,Family,Fantasy",2015
Mr. Peabody & Sherman,"Animation,Adventure,Family",2014
Troy,"Adventure,Drama,War",2004
Madagascar 3: Europe's Most Wanted,"Animation,Family",2012
Die Another Day,"Adventure,Action,Thriller",2002
Ghostbusters,"Action,Fantasy,Comedy",2016
Armageddon,"Action,Thriller,Science Fiction,Adventure",1998
Men in Black II,"Action,Adventure,Comedy,Science Fiction",2002
Beowulf,"Adventure,Action,Animation",2007
Kung Fu Panda 3,"Action,Adventure,Animation,Comedy,Family",2016
Mission: Impossible - Ghost Protocol,"Action,Thriller,Adventure",2011
Rise of the Guardians,"Fantasy,Animation,Family",2012
The Last Samurai,"Drama,Action,War,History",2003
Exodus: Gods and Kings,"Adventure,Drama,Action",2014
Star Trek,"Science Fiction,Action,Adventure",2009
Spider-Man,"Fantasy,Action",2002
How to Train Your Dragon 2,"Fantasy,Action,Adventure,Animation,Comedy,Family",2014
Watchmen,"Action,Mystery,Science Fiction",2009
Lethal Weapon 4,"Action,Adventure,Comedy,Crime,Thriller",1998
Hulk,"Drama,Action,Science Fiction",2003
G.I. Joe: Retaliation,"Adventure,Action,Science Fiction,Thriller",2013
Sahara,"Action,Adventure,Comedy,Drama,Mystery",2005
Final Fantasy: The Spirits Within,"Adventure,Action,Animation,Fantasy,Science Fiction,Thriller",2001
Captain America: The First Avenger,"Action,Adventure,Science Fiction",2011
The World Is Not Enough,"Adventure,Action,Thriller",1999
The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Fantasy,Drama,Romance",2012
Happy Feet Two,"Animation,Comedy,Family",2011
The Incredible Hulk,"Science Fiction,Action,Adventure",2008
The BFG,"Adventure,Family,Fantasy",2016
The Revenant,"Western,Drama,Adventure,Thriller",2015
Turbo,"Animation,Family",2013
Rango,"Animation,Comedy,Family,Western,Adventure",2011
Penguins of Madagascar,"Family,Animation,Adventure,Comedy",2014
The Bourne Ultimatum,"Action,Drama,Mystery,Thriller",2007
Kung Fu Panda,"Adventure,Animation,Family,Comedy",2008
Ant-Man,"Science Fiction,Action,Adventure",2015
The Hunger Games: Catching Fire,"Adventure,Action,Science Fiction",2013
Home,"Fantasy,Comedy,Animation,Science Fiction,Family",2015
War of the Worlds,"Adventure,Thriller,Science Fiction",2005
Bad Boys II,"Adventure,Action,Comedy,Thriller,Crime",2003
Puss in Boots,"Action,Adventure,Animation,Family,Fantasy",2011
Salt,"Action,Mystery,Thriller",2010
Noah,"Drama,Adventure",2014
The Adventures of Tintin,"Adventure,Animation,Mystery",2011
Harry Potter and the Prisoner of Azkaban,"Adventure,Fantasy,Family",2004
After Earth,"Science Fiction,Action,Adventure",2013
Dinosaur,"Animation,Family",2000
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Fantasy,Family",2014
Megamind,"Animation,Action,Comedy,Family,Science Fiction",2010
Harry Potter and the Philosopher's Stone,"Adventure,Fantasy,Family",2001
R.I.P.D.,"Fantasy,Action,Comedy,Crime",2013
Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure,Fantasy,Action",2003
The Hunger Games: Mockingjay - Part 1,"Science Fiction,Adventure,Thriller",2014
The Da Vinci Code,"Thriller,Mystery",2006
Rio 2,"Animation,Adventure,Comedy,Family",2014
X2,"Adventure,Action,Science Fiction,Thriller",2003
Fast Five,"Action,Thriller,Crime",2011
Sherlock Holmes: A Game of Shadows,"Adventure,Action,Crime,Mystery",2011
Clash of the Titans,"Adventure,Fantasy,Action",2010
Total Recall,"Action,Adventure,Science Fiction",1990
The 13th Warrior,"Adventure,Fantasy,Action",1999
The Bourne Legacy,"Action,Thriller",2012
Batman & Robin,"Action,Crime,Fantasy",1997
How the Grinch Stole Christmas,"Family,Comedy,Fantasy",2000
The Day After Tomorrow,"Action,Adventure,Science Fiction,Thriller",2004
Mission: Impossible II,"Adventure,Action,Thriller",2000
Fantastic 4: Rise of the Silver Surfer,"Adventure,Fantasy,Action,Thriller",2007
Life of Pi,"Adventure,Drama,Action",2012
Ghost Rider,"Thriller,Action,Fantasy,Horror",2007
Jason Bourne,"Action,Thriller",2016
Charlie's Angels: Full Throttle,"Action,Adventure,Comedy",2003
Prometheus,"Science Fiction,Adventure,Mystery",2012
Stuart Little 2,"Family,Adventure,Animation,Comedy",2002
Elysium,"Science Fiction,Action,Drama,Thriller",2013
The Chronicles of Riddick,"Action,Science Fiction",2004
RoboCop,"Action,Science Fiction",2014
Speed Racer,"Action,Family,Science Fiction",2008
How Do You Know,"Comedy,Drama,Romance",2010
Knight and Day,"Action,Comedy",2010
Oblivion,"Action,Science Fiction,Adventure,Mystery",2013
Star Wars: Episode III - Revenge of the Sith,"Science Fiction,Adventure,Action",2005
Star Wars: Episode II - Attack of the Clones,"Adventure,Action,Science Fiction",2002
"Monsters, Inc.","Animation,Comedy,Family",2001
The Wolverine,"Action,Science Fiction,Adventure,Fantasy",2013
Star Wars: Episode I - The Phantom Menace,"Adventure,Action,Science Fiction",1999
The Croods,"Adventure,Animation,Comedy,Family,Fantasy",2013
Asterix at the Olympic Games,"Fantasy,Adventure,Comedy,Family",2008
Windtalkers,"Drama,Action,History,War",2002
The Huntsman: Winter's War,"Action,Adventure,Drama",2016
Teenage Mutant Ninja Turtles,"Science Fiction,Action,Adventure,Fantasy,Comedy",2014
Gravity,"Science Fiction,Thriller,Drama",2013
Dante's Peak,"Action,Adventure,Thriller",1997
Teenage Mutant Ninja Turtles: Out of the Shadows,"Fantasy,Action,Adventure,Comedy",2016
Fantastic Four,"Action,Adventure,Science Fiction",2015
Night at the Museum,"Action,Adventure,Comedy,Family,Fantasy",2006
San Andreas,"Action,Drama,Thriller",2015
Tomorrow Never Dies,"Adventure,Action,Thriller",1997
The Patriot,"Drama,History,War,Action",2000
Ocean's Twelve,"Thriller,Crime",2004
Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",2005
Insurgent,"Adventure,Science Fiction,Thriller",2015
The Green Hornet,"Action,Crime,Comedy",2011
300: Rise of an Empire,"Action,War",2014
The Smurfs,"Animation,Family,Adventure,Comedy,Fantasy",2011
Home on the Range,"Animation,Family",2004
Allegiant,"Adventure,Science Fiction",2016
Real Steel,"Action,Science Fiction,Drama",2011
The Smurfs 2,"Fantasy,Family,Comedy,Animation",2013
Speed 2: Cruise Control,"Action,Adventure,Thriller",1997
Ender's Game,"Science Fiction,Action,Adventure",2013
Live Free or Die Hard,"Action,Thriller",2007
The Lord of the Rings: The Fellowship of the Ring,"Adventure,Fantasy,Action",2001
Around the World in 80 Days,"Action,Adventure,Comedy",2004
The Cat in the Hat,"Comedy,Fantasy,Family",2003
"I, Robot","Action,Science Fiction",2004
Kingdom of Heaven,"Drama,Action,Adventure,History,War",2005
Stuart Little,"Animation,Fantasy,Family,Comedy",1999
The Princess and the Frog,"Romance,Family,Animation,Music",2009
The Martian,"Drama,Adventure,Science Fiction",2015
The Island,"Action,Thriller,Science Fiction,Adventure",2005
Town & Country,"Comedy,Romance",2001
Gone in Sixty Seconds,"Action,Crime,Thriller",2000
Gladiator,"Action,Drama,Adventure",2000
Minority Report,"Action,Thriller,Science Fiction,Mystery",2002
Harry Potter and the Chamber of Secrets,"Adventure,Fantasy,Family",2002
Casino Royale,"Adventure,Action,Thriller",2006
Planet of the Apes,"Thriller,Science Fiction,Action,Adventure",2001
Terminator 2: Judgment Day,"Action,Thriller,Science Fiction",1991
Public Enemies,"History,Crime,Drama",2009
American Gangster,"Drama,Crime",2007
True Lies,"Action,Thriller",1994
The Taking of Pelham 1 2 3,"Thriller,Drama,Crime",2009
Little Fockers,"Comedy,Romance",2010
The Other Guys,"Action,Comedy,Crime",2010
Eraser,"Action,Drama,Mystery,Thriller",1996
Django Unchained,"Drama,Western",2012
The Hunchback of Notre Dame,"Drama,Animation,Family",1996
The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",2000
The Expendables 2,"Action,Adventure,Thriller",2012
National Treasure,"Adventure,Action,Thriller,Mystery",2004
Eragon,"Fantasy,Action,Adventure,Family",2006
Where the Wild Things Are,"Family,Fantasy",2009
Epic,"Animation,Adventure,Family,Fantasy",2013
The Tourist,"Action,Thriller,Romance",2010
End of Days,"Action,Fantasy,Horror,Mystery",1999
Blood Diamond,"Drama,Thriller,Action",2006
The Wolf of Wall Street,"Crime,Drama,Comedy",2013
Batman Forever,"Action,Crime,Fantasy",1995
Starship Troopers,"Adventure,Action,Thriller,Science Fiction",1997
Cloud Atlas,"Drama,Science Fiction",2012
Legend of the Guardians: The Owls of Ga'Hoole,"Animation,Adventure,Family,Fantasy",2010
Catwoman,"Action,Crime",2004
Hercules,"Action,Adventure",2014
Treasure Planet,"Adventure,Animation,Family,Fantasy,Science Fiction",2002
Land of the Lost,"Adventure,Comedy,Science Fiction",2009
The Expendables 3,"Action,Adventure,Thriller",2014
Point Break,"Action,Crime,Thriller",2015
Son of the Mask,"Fantasy,Comedy,Family,Adventure",2005
In the Heart of the Sea,"Thriller,Drama,Adventure,Action,History",2015
The Adventures of Pluto Nash,"Action,Comedy,Science Fiction",2002
Green Zone,"War,Action,Adventure,Drama,Thriller",2010
The Spanish Prisoner,"Crime,Drama,Mystery,Thriller",1997
The Mummy Returns,"Adventure,Action,Fantasy",2001
Gangs of New York,"Drama,History,Crime",2002
The Flowers of War,"Drama,History,War",2011
Surf's Up,"Animation,Comedy,Family",2007
The Stepford Wives,"Action,Comedy,Science Fiction",2004
Black Hawk Down,"Action,History,War",2001
The Fifth Element,"Adventure,Fantasy,Action,Thriller,Science Fiction",1997
Sex and the City 2,"Comedy,Drama,Romance",2010
The Road to El Dorado,"Adventure,Animation,Comedy,Family",2000
Ice Age: Continental Drift,"Animation,Comedy,Adventure,Family",2012
Cinderella,"Romance,Fantasy,Family,Drama",2015
The Lovely Bones,"Fantasy,Drama",2009
Finding Nemo,"Animation,Family",2003
The Lord of the Rings: The Return of the King,"Adventure,Fantasy,Action",2003
The Lord of the Rings: The Two Towers,"Adventure,Fantasy,Action",2002
Seventh Son,"Adventure,Fantasy",2014
Lara Croft: Tomb Raider,"Adventure,Fantasy,Action,Thriller",2001
Transcendence,"Thriller,Science Fiction,Drama,Mystery",2014
Jurassic Park III,"Adventure,Action,Thriller,Science Fiction",2001
Rise of the Planet of the Apes,"Thriller,Action,Drama,Science Fiction",2011
The Spiderwick Chronicles,"Adventure,Family,Fantasy",2008
A Good Day to Die Hard,"Action,Thriller",2013
The Alamo,"Western,History,War",2004
The Incredibles,"Action,Adventure,Animation,Family",2004
Cutthroat Island,"Action,Adventure",1995
Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Fantasy,Family",2010
Men in Black,"Action,Adventure,Comedy,Science Fiction",1997
Toy Story 2,"Animation,Comedy,Family",1999
Unstoppable,"Action,Thriller",2010
Rush Hour 2,"Action,Comedy,Crime,Thriller",2001
What Lies Beneath,"Drama,Horror,Mystery,Thriller",2000
Cloudy with a Chance of Meatballs,"Animation,Comedy,Family",2009
Ice Age: Dawn of the Dinosaurs,"Animation,Comedy,Family,Adventure",2009
The Secret Life of Walter Mitty,"Adventure,Comedy,Drama,Fantasy",2013
Charlie's Angels,"Action,Adventure,Comedy,Crime,Thriller",2000
The Departed,"Drama,Thriller,Crime",2006
Mulan,"Animation,Family,Adventure",1998
Tropic Thunder,"Action,Comedy",2008
The Girl with the Dragon Tattoo,"Thriller,Crime,Mystery,Drama",2011
Die Hard: With a Vengeance,"Action,Thriller",1995
Sherlock Holmes,"Action,Adventure,Crime,Mystery",2009
Atlantis: The Lost Empire,"Animation,Family,Adventure,Science Fiction",2001
Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy,Family",2015
Valkyrie,"Drama,Thriller,History,War",2008
You Don't Mess with the Zohan,"Comedy,Action",2008
Pixels,"Action,Comedy,Science Fiction",2015
A.I. Artificial Intelligence,"Drama,Science Fiction,Adventure",2001
The Haunted Mansion,"Thriller,Fantasy,Comedy,Family,Mystery",2003
Contact,"Drama,Science Fiction,Mystery",1997
Hollow Man,"Action,Science Fiction,Thriller",2000
